year,countyfips,State,est,naics
2010,06055,CA,1,621420
2011,06055,CA,1,621420
2012,06055,CA,1,621420
2013,06055,CA,1,621420
2014,06055,CA,1,621420
2015,06055,CA,2,621420
2016,06055,CA,2,621420
2009,06057,CA,6,621420
2010,06057,CA,6,621420
2011,06057,CA,6,621420
2012,06057,CA,6,621420
2013,06057,CA,6,621420
2014,06057,CA,6,621420
2015,06057,CA,6,621420
2016,06057,CA,6,621420
2009,06059,CA,64,621420
2010,06059,CA,65,621420
2011,06059,CA,65,621420
2012,06059,CA,64,621420
2013,06059,CA,66,621420
2014,06059,CA,75,621420
2015,06059,CA,82,621420
2016,06059,CA,95,621420
2009,06061,CA,8,621420
2010,06061,CA,8,621420
2011,06061,CA,8,621420
2012,06061,CA,8,621420
2013,06061,CA,9,621420
2014,06061,CA,8,621420
2015,06061,CA,8,621420
2016,06061,CA,9,621420
2009,06065,CA,28,621420
2010,06065,CA,32,621420
2011,06065,CA,34,621420
2012,06065,CA,35,621420
2013,06065,CA,37,621420
2014,06065,CA,38,621420
2015,06065,CA,36,621420
2016,06065,CA,40,621420
2009,06067,CA,27,621420
2010,06067,CA,28,621420
2011,06067,CA,32,621420
2012,06067,CA,37,621420
2013,06067,CA,38,621420
2014,06067,CA,41,621420
2015,06067,CA,40,621420
2016,06067,CA,48,621420
2012,06069,CA,1,621420
2013,06069,CA,1,621420
2014,06069,CA,1,621420
2015,06069,CA,2,621420
2016,06069,CA,2,621420
2009,06071,CA,64,621420
2010,06071,CA,57,621420
2011,06071,CA,54,621420
2012,06071,CA,52,621420
2013,06071,CA,57,621420
2014,06071,CA,51,621420
2015,06071,CA,56,621420
2016,06071,CA,55,621420
2009,06073,CA,108,621420
2010,06073,CA,106,621420
2011,06073,CA,89,621420
2012,06073,CA,82,621420
2013,06073,CA,94,621420
2014,06073,CA,95,621420
2015,06073,CA,98,621420
2016,06073,CA,105,621420
2009,06075,CA,31,621420
2010,06075,CA,32,621420
2011,06075,CA,32,621420
2012,06075,CA,30,621420
2013,06075,CA,29,621420
2014,06075,CA,27,621420
2015,06075,CA,34,621420
2016,06075,CA,27,621420
2009,06077,CA,8,621420
2010,06077,CA,8,621420
2011,06077,CA,8,621420
2012,06077,CA,7,621420
2013,06077,CA,7,621420
2014,06077,CA,6,621420
2015,06077,CA,5,621420
2016,06077,CA,6,621420
2009,06079,CA,8,621420
2010,06079,CA,4,621420
2011,06079,CA,3,621420
2012,06079,CA,3,621420
2013,06079,CA,2,621420
2014,06079,CA,3,621420
2015,06079,CA,2,621420
2016,06079,CA,3,621420
2009,06081,CA,8,621420
2010,06081,CA,9,621420
2011,06081,CA,8,621420
2012,06081,CA,12,621420
2013,06081,CA,12,621420
2014,06081,CA,14,621420
2015,06081,CA,16,621420
2016,06081,CA,16,621420
2009,06083,CA,16,621420
2010,06083,CA,13,621420
2011,06083,CA,14,621420
2012,06083,CA,13,621420
2013,06083,CA,13,621420
2014,06083,CA,14,621420
2015,06083,CA,14,621420
2016,06083,CA,14,621420
2009,06085,CA,21,621420
2010,06085,CA,25,621420
2011,06085,CA,22,621420
2012,06085,CA,26,621420
2013,06085,CA,23,621420
2014,06085,CA,35,621420
2015,06085,CA,31,621420
2016,06085,CA,29,621420
2009,06087,CA,11,621420
2010,06087,CA,11,621420
2011,06087,CA,13,621420
2012,06087,CA,11,621420
2013,06087,CA,10,621420
2014,06087,CA,8,621420
2015,06087,CA,8,621420
2016,06087,CA,10,621420
2009,06089,CA,3,621420
2010,06089,CA,2,621420
2011,06089,CA,2,621420
2012,06089,CA,2,621420
2013,06089,CA,4,621420
2014,06089,CA,4,621420
2015,06089,CA,3,621420
2016,06089,CA,4,621420
2009,06095,CA,9,621420
2010,06095,CA,10,621420
2011,06095,CA,10,621420
2012,06095,CA,10,621420
2013,06095,CA,10,621420
2014,06095,CA,9,621420
2015,06095,CA,9,621420
2016,06095,CA,15,621420
2009,06097,CA,9,621420
2010,06097,CA,8,621420
2011,06097,CA,8,621420
2012,06097,CA,11,621420
2013,06097,CA,9,621420
2014,06097,CA,12,621420
2015,06097,CA,13,621420
2016,06097,CA,12,621420
2009,06099,CA,9,621420
2010,06099,CA,10,621420
2011,06099,CA,13,621420
2012,06099,CA,9,621420
2013,06099,CA,9,621420
2014,06099,CA,9,621420
2015,06099,CA,11,621420
2016,06099,CA,7,621420
2012,06103,CA,1,621420
2013,06103,CA,1,621420
2014,06103,CA,1,621420
2015,06103,CA,1,621420
2016,06103,CA,1,621420
2009,06107,CA,14,621420
2010,06107,CA,15,621420
2011,06107,CA,14,621420
2012,06107,CA,10,621420
2013,06107,CA,11,621420
2014,06107,CA,10,621420
2015,06107,CA,11,621420
2016,06107,CA,12,621420
2009,06109,CA,1,621420
2010,06109,CA,1,621420
2011,06109,CA,1,621420
2012,06109,CA,1,621420
2013,06109,CA,1,621420
2014,06109,CA,1,621420
2015,06109,CA,1,621420
2016,06109,CA,1,621420
2009,06111,CA,13,621420
2010,06111,CA,11,621420
2011,06111,CA,14,621420
2012,06111,CA,15,621420
2013,06111,CA,13,621420
2014,06111,CA,13,621420
2015,06111,CA,20,621420
2016,06111,CA,23,621420
2009,06113,CA,1,621420
2010,06113,CA,1,621420
2011,06113,CA,1,621420
2013,06113,CA,1,621420
2014,06113,CA,1,621420
2015,06113,CA,1,621420
2016,06113,CA,2,621420
2009,06115,CA,2,621420
2010,06115,CA,2,621420
2011,06115,CA,2,621420
2012,06115,CA,3,621420
2013,06115,CA,2,621420
2014,06115,CA,2,621420
2015,06115,CA,2,621420
2016,06115,CA,2,621420
2011,06999,#N/A,2,621420
2012,06999,#N/A,2,621420
2013,06999,#N/A,2,621420
2014,06999,#N/A,2,621420
2015,06999,#N/A,2,621420
2009,08001,CO,16,621420
2010,08001,CO,15,621420
2011,08001,CO,15,621420
2012,08001,CO,15,621420
2013,08001,CO,16,621420
2014,08001,CO,15,621420
2015,08001,CO,15,621420
2016,08001,CO,15,621420
2009,08003,CO,1,621420
2010,08003,CO,2,621420
2011,08003,CO,2,621420
2012,08003,CO,2,621420
2013,08003,CO,2,621420
2014,08003,CO,2,621420
2015,08003,CO,3,621420
2016,08003,CO,2,621420
2009,08005,CO,23,621420
2010,08005,CO,24,621420
2011,08005,CO,26,621420
2012,08005,CO,25,621420
2013,08005,CO,26,621420
2014,08005,CO,24,621420
2015,08005,CO,25,621420
2016,08005,CO,28,621420
2009,08007,CO,1,621420
2010,08007,CO,2,621420
2011,08007,CO,1,621420
2012,08007,CO,1,621420
2013,08007,CO,1,621420
2014,08007,CO,1,621420
2015,08007,CO,1,621420
2016,08007,CO,1,621420
2009,08011,CO,1,621420
2010,08011,CO,1,621420
2011,08011,CO,1,621420
2012,08011,CO,1,621420
2013,08011,CO,1,621420
2014,08011,CO,1,621420
2015,08011,CO,1,621420
2016,08011,CO,1,621420
2009,08013,CO,10,621420
2010,08013,CO,9,621420
2011,08013,CO,9,621420
2012,08013,CO,20,621420
2013,08013,CO,20,621420
2014,08013,CO,21,621420
2015,08013,CO,23,621420
2016,08013,CO,21,621420
2010,08014,#N/A,1,621420
2011,08014,#N/A,1,621420
2012,08014,#N/A,1,621420
2013,08014,#N/A,1,621420
2014,08014,#N/A,1,621420
2015,08014,#N/A,1,621420
2016,08014,#N/A,1,621420
2009,08015,CO,1,621420
2010,08015,CO,1,621420
2011,08015,CO,1,621420
2012,08015,CO,2,621420
2013,08015,CO,1,621420
2014,08015,CO,1,621420
2015,08015,CO,1,621420
2016,08015,CO,1,621420
2009,08029,CO,1,621420
2010,08029,CO,1,621420
2011,08029,CO,1,621420
2012,08029,CO,1,621420
2013,08029,CO,1,621420
2014,08029,CO,1,621420
2015,08029,CO,1,621420
2016,08029,CO,1,621420
2009,08031,CO,43,621420
2010,08031,CO,42,621420
2011,08031,CO,41,621420
2012,08031,CO,39,621420
2013,08031,CO,38,621420
2014,08031,CO,37,621420
2015,08031,CO,43,621420
2016,08031,CO,45,621420
2009,08035,CO,3,621420
2010,08035,CO,3,621420
2011,08035,CO,3,621420
2012,08035,CO,3,621420
2013,08035,CO,4,621420
2014,08035,CO,4,621420
2015,08035,CO,5,621420
2016,08035,CO,5,621420
2009,08037,CO,2,621420
2010,08037,CO,2,621420
2011,08037,CO,2,621420
2012,08037,CO,1,621420
2013,08037,CO,2,621420
2014,08037,CO,2,621420
2015,08037,CO,2,621420
2016,08037,CO,2,621420
2009,08039,CO,1,621420
2010,08039,CO,1,621420
2011,08039,CO,1,621420
2012,08039,CO,1,621420
2013,08039,CO,1,621420
2014,08039,CO,2,621420
2015,08039,CO,1,621420
2016,08039,CO,1,621420
2009,08041,CO,18,621420
2010,08041,CO,16,621420
2011,08041,CO,14,621420
2012,08041,CO,17,621420
2013,08041,CO,18,621420
2014,08041,CO,19,621420
2015,08041,CO,21,621420
2016,08041,CO,21,621420
2009,08043,CO,2,621420
2010,08043,CO,2,621420
2011,08043,CO,4,621420
2012,08043,CO,2,621420
2013,08043,CO,2,621420
2014,08043,CO,1,621420
2015,08043,CO,1,621420
2016,08043,CO,1,621420
2009,08045,CO,4,621420
2010,08045,CO,4,621420
2011,08045,CO,4,621420
2012,08045,CO,1,621420
2013,08045,CO,2,621420
2014,08045,CO,2,621420
2015,08045,CO,2,621420
2016,08045,CO,2,621420
2009,08049,CO,1,621420
2010,08049,CO,1,621420
2011,08049,CO,1,621420
2013,08049,CO,1,621420
2014,08049,CO,1,621420
2015,08049,CO,1,621420
2016,08049,CO,1,621420
2009,08051,CO,2,621420
2010,08051,CO,1,621420
2011,08051,CO,1,621420
2012,08051,CO,1,621420
2013,08051,CO,1,621420
2014,08051,CO,1,621420
2015,08051,CO,1,621420
2016,08051,CO,1,621420
2009,08055,CO,2,621420
2010,08055,CO,2,621420
2011,08055,CO,2,621420
2012,08055,CO,2,621420
2013,08055,CO,2,621420
2014,08055,CO,2,621420
2015,08055,CO,2,621420
2016,08055,CO,2,621420
2009,08057,CO,1,621420
2010,08057,CO,1,621420
2011,08057,CO,1,621420
2013,08057,CO,1,621420
2014,08057,CO,1,621420
2015,08057,CO,1,621420
2016,08057,CO,1,621420
2009,08059,CO,29,621420
2010,08059,CO,30,621420
2011,08059,CO,30,621420
2012,08059,CO,29,621420
2013,08059,CO,26,621420
2014,08059,CO,30,621420
2015,08059,CO,27,621420
2016,08059,CO,28,621420
2009,08063,CO,1,621420
2010,08063,CO,1,621420
2011,08063,CO,1,621420
2012,08063,CO,1,621420
2013,08063,CO,1,621420
2014,08063,CO,1,621420
2015,08063,CO,1,621420
2016,08063,CO,1,621420
2011,08065,CO,1,621420
2012,08065,CO,1,621420
2013,08065,CO,1,621420
2014,08065,CO,1,621420
2015,08065,CO,1,621420
2016,08065,CO,1,621420
2009,08067,CO,6,621420
2010,08067,CO,6,621420
2011,08067,CO,5,621420
2012,08067,CO,6,621420
2013,08067,CO,4,621420
2014,08067,CO,4,621420
2015,08067,CO,6,621420
2016,08067,CO,7,621420
2009,08069,CO,14,621420
2010,08069,CO,13,621420
2011,08069,CO,13,621420
2012,08069,CO,11,621420
2013,08069,CO,15,621420
2014,08069,CO,15,621420
2015,08069,CO,19,621420
2016,08069,CO,19,621420
2009,08071,CO,2,621420
2010,08071,CO,2,621420
2011,08071,CO,2,621420
2012,08071,CO,2,621420
2013,08071,CO,2,621420
2014,08071,CO,3,621420
2015,08071,CO,3,621420
2016,08071,CO,3,621420
2012,08073,CO,1,621420
2013,08073,CO,1,621420
2014,08073,CO,1,621420
2015,08073,CO,1,621420
2016,08073,CO,1,621420
2009,08075,CO,1,621420
2010,08075,CO,1,621420
2011,08075,CO,1,621420
2012,08075,CO,1,621420
2013,08075,CO,1,621420
2014,08075,CO,1,621420
2015,08075,CO,1,621420
2016,08075,CO,1,621420
2009,08077,CO,6,621420
2010,08077,CO,7,621420
2011,08077,CO,7,621420
2012,08077,CO,21,621420
2013,08077,CO,8,621420
2014,08077,CO,8,621420
2015,08077,CO,9,621420
2016,08077,CO,10,621420
2009,08081,CO,1,621420
2010,08081,CO,1,621420
2011,08081,CO,1,621420
2013,08081,CO,1,621420
2014,08081,CO,1,621420
2015,08081,CO,1,621420
2016,08081,CO,1,621420
2009,08083,CO,3,621420
2010,08083,CO,3,621420
2011,08083,CO,3,621420
2012,08083,CO,3,621420
2013,08083,CO,3,621420
2014,08083,CO,3,621420
2015,08083,CO,3,621420
2016,08083,CO,2,621420
2009,08085,CO,1,621420
2010,08085,CO,1,621420
2011,08085,CO,1,621420
2012,08085,CO,1,621420
2013,08085,CO,1,621420
2014,08085,CO,1,621420
2015,08085,CO,1,621420
2016,08085,CO,1,621420
2009,08087,CO,1,621420
2010,08087,CO,1,621420
2011,08087,CO,1,621420
2012,08087,CO,1,621420
2013,08087,CO,1,621420
2014,08087,CO,1,621420
2015,08087,CO,1,621420
2016,08087,CO,1,621420
2009,08089,CO,1,621420
2010,08089,CO,1,621420
2011,08089,CO,1,621420
2012,08089,CO,2,621420
2013,08089,CO,2,621420
2014,08089,CO,2,621420
2015,08089,CO,2,621420
2016,08089,CO,2,621420
2012,08093,CO,1,621420
2013,08093,CO,1,621420
2014,08093,CO,2,621420
2015,08093,CO,2,621420
2016,08093,CO,2,621420
2009,08095,CO,1,621420
2010,08095,CO,1,621420
2011,08095,CO,1,621420
2012,08095,CO,1,621420
2013,08095,CO,1,621420
2014,08095,CO,1,621420
2015,08095,CO,1,621420
2016,08095,CO,1,621420
2009,08097,CO,1,621420
2010,08097,CO,1,621420
2011,08097,CO,1,621420
2013,08097,CO,1,621420
2014,08097,CO,1,621420
2015,08097,CO,1,621420
2016,08097,CO,2,621420
2009,08099,CO,1,621420
2010,08099,CO,1,621420
2012,08099,CO,1,621420
2013,08099,CO,1,621420
2014,08099,CO,1,621420
2015,08099,CO,1,621420
2016,08099,CO,1,621420
2009,08101,CO,7,621420
2010,08101,CO,7,621420
2011,08101,CO,7,621420
2012,08101,CO,9,621420
2013,08101,CO,8,621420
2014,08101,CO,12,621420
2015,08101,CO,13,621420
2016,08101,CO,15,621420
2009,08103,CO,2,621420
2010,08103,CO,2,621420
2011,08103,CO,2,621420
2013,08103,CO,2,621420
2014,08103,CO,2,621420
2015,08103,CO,2,621420
2016,08103,CO,2,621420
2012,08105,CO,1,621420
2009,08107,CO,2,621420
2010,08107,CO,2,621420
2011,08107,CO,2,621420
2012,08107,CO,1,621420
2013,08107,CO,2,621420
2014,08107,CO,2,621420
2015,08107,CO,2,621420
2016,08107,CO,2,621420
2009,08113,CO,1,621420
2010,08113,CO,1,621420
2011,08113,CO,1,621420
2012,08113,CO,1,621420
2013,08113,CO,1,621420
2014,08113,CO,1,621420
2015,08113,CO,1,621420
2016,08113,CO,1,621420
2009,08115,CO,1,621420
2010,08115,CO,1,621420
2011,08115,CO,1,621420
2012,08115,CO,1,621420
2013,08115,CO,1,621420
2014,08115,CO,1,621420
2015,08115,CO,1,621420
2016,08115,CO,1,621420
2009,08117,CO,3,621420
2010,08117,CO,3,621420
2011,08117,CO,3,621420
2012,08117,CO,1,621420
2013,08117,CO,2,621420
2014,08117,CO,2,621420
2015,08117,CO,2,621420
2016,08117,CO,2,621420
2012,08119,CO,1,621420
2013,08119,CO,1,621420
2014,08119,CO,1,621420
2015,08119,CO,1,621420
2016,08119,CO,1,621420
2009,08121,CO,1,621420
2010,08121,CO,1,621420
2011,08121,CO,1,621420
2012,08121,CO,1,621420
2013,08121,CO,1,621420
2014,08121,CO,1,621420
2015,08121,CO,1,621420
2016,08121,CO,1,621420
2009,08123,CO,9,621420
2010,08123,CO,8,621420
2011,08123,CO,9,621420
2012,08123,CO,8,621420
2013,08123,CO,8,621420
2014,08123,CO,8,621420
2015,08123,CO,8,621420
2016,08123,CO,10,621420
2009,08125,CO,1,621420
2010,08125,CO,1,621420
2011,08125,CO,1,621420
2012,08125,CO,2,621420
2013,08125,CO,2,621420
2014,08125,CO,2,621420
2015,08125,CO,2,621420
2016,08125,CO,2,621420
2011,08999,#N/A,1,621420
2012,08999,#N/A,1,621420
2013,08999,#N/A,1,621420
2014,08999,#N/A,1,621420
2015,08999,#N/A,1,621420
2009,09001,CT,36,621420
2010,09001,CT,33,621420
2011,09001,CT,32,621420
2012,09001,CT,35,621420
2013,09001,CT,35,621420
2014,09001,CT,34,621420
2015,09001,CT,34,621420
2016,09001,CT,35,621420
2009,09003,CT,47,621420
2010,09003,CT,50,621420
2011,09003,CT,46,621420
2012,09003,CT,44,621420
2013,09003,CT,47,621420
2014,09003,CT,48,621420
2015,09003,CT,49,621420
2016,09003,CT,60,621420
2009,09005,CT,15,621420
2010,09005,CT,13,621420
2011,09005,CT,14,621420
2012,09005,CT,14,621420
2013,09005,CT,13,621420
2014,09005,CT,12,621420
2015,09005,CT,10,621420
2016,09005,CT,10,621420
2009,09007,CT,7,621420
2010,09007,CT,7,621420
2011,09007,CT,8,621420
2012,09007,CT,8,621420
2013,09007,CT,8,621420
2014,09007,CT,9,621420
2015,09007,CT,8,621420
2016,09007,CT,7,621420
2009,09009,CT,25,621420
2010,09009,CT,23,621420
2011,09009,CT,23,621420
2012,09009,CT,22,621420
2013,09009,CT,20,621420
2014,09009,CT,20,621420
2015,09009,CT,20,621420
2016,09009,CT,22,621420
2009,09011,CT,14,621420
2010,09011,CT,12,621420
2011,09011,CT,12,621420
2012,09011,CT,13,621420
2013,09011,CT,14,621420
2014,09011,CT,13,621420
2015,09011,CT,15,621420
2016,09011,CT,13,621420
2009,09013,CT,6,621420
2010,09013,CT,6,621420
2011,09013,CT,5,621420
2012,09013,CT,4,621420
2013,09013,CT,4,621420
2014,09013,CT,4,621420
2015,09013,CT,2,621420
2016,09013,CT,3,621420
2009,09015,CT,9,621420
2010,09015,CT,9,621420
2011,09015,CT,9,621420
2012,09015,CT,10,621420
2013,09015,CT,11,621420
2014,09015,CT,10,621420
2015,09015,CT,8,621420
2016,09015,CT,7,621420
2009,10001,DE,6,621420
2010,10001,DE,6,621420
2011,10001,DE,5,621420
2012,10001,DE,8,621420
2013,10001,DE,10,621420
2014,10001,DE,10,621420
2015,10001,DE,10,621420
2016,10001,DE,8,621420
2009,10003,DE,16,621420
2010,10003,DE,16,621420
2011,10003,DE,15,621420
2012,10003,DE,18,621420
2013,10003,DE,18,621420
2014,10003,DE,19,621420
2015,10003,DE,21,621420
2016,10003,DE,21,621420
2009,10005,DE,5,621420
2010,10005,DE,6,621420
2011,10005,DE,8,621420
2012,10005,DE,9,621420
2013,10005,DE,9,621420
2014,10005,DE,7,621420
2015,10005,DE,7,621420
2016,10005,DE,8,621420
2009,11001,DC,19,621420
2010,11001,DC,21,621420
2011,11001,DC,21,621420
2012,11001,DC,25,621420
2013,11001,DC,23,621420
2014,11001,DC,23,621420
2015,11001,DC,22,621420
2016,11001,DC,23,621420
2009,12001,FL,4,621420
2010,12001,FL,4,621420
2011,12001,FL,3,621420
2012,12001,FL,3,621420
2013,12001,FL,3,621420
2014,12001,FL,3,621420
2015,12001,FL,4,621420
2016,12001,FL,4,621420
2009,12003,FL,1,621420
2010,12003,FL,1,621420
2011,12003,FL,1,621420
2012,12003,FL,1,621420
2013,12003,FL,1,621420
2014,12003,FL,1,621420
2015,12003,FL,1,621420
2016,12003,FL,1,621420
2009,12005,FL,4,621420
2010,12005,FL,4,621420
2011,12005,FL,3,621420
2012,12005,FL,5,621420
2013,12005,FL,5,621420
2014,12005,FL,5,621420
2015,12005,FL,6,621420
2016,12005,FL,6,621420
2009,12007,FL,2,621420
2010,12007,FL,2,621420
2011,12007,FL,1,621420
2012,12007,FL,1,621420
2013,12007,FL,1,621420
2014,12007,FL,1,621420
2015,12007,FL,1,621420
2016,12007,FL,1,621420
2009,12009,FL,17,621420
2010,12009,FL,16,621420
2011,12009,FL,16,621420
2012,12009,FL,18,621420
2013,12009,FL,18,621420
2014,12009,FL,18,621420
2015,12009,FL,15,621420
2016,12009,FL,14,621420
2009,12011,FL,36,621420
2010,12011,FL,36,621420
2011,12011,FL,37,621420
2012,12011,FL,45,621420
2013,12011,FL,45,621420
2014,12011,FL,49,621420
2015,12011,FL,54,621420
2016,12011,FL,57,621420
2012,12013,FL,1,621420
2013,12013,FL,1,621420
2014,12013,FL,1,621420
2015,12013,FL,1,621420
2016,12013,FL,1,621420
2009,12015,FL,4,621420
2010,12015,FL,5,621420
2011,12015,FL,5,621420
2012,12015,FL,3,621420
2013,12015,FL,3,621420
2014,12015,FL,2,621420
2015,12015,FL,2,621420
2016,12015,FL,2,621420
2009,12017,FL,1,621420
2010,12017,FL,2,621420
2011,12017,FL,1,621420
2015,12017,FL,1,621420
2009,12019,FL,3,621420
2010,12019,FL,3,621420
2011,12019,FL,4,621420
2012,12019,FL,6,621420
2013,12019,FL,6,621420
2014,12019,FL,6,621420
2015,12019,FL,6,621420
2016,12019,FL,6,621420
2009,12021,FL,5,621420
2010,12021,FL,7,621420
2011,12021,FL,6,621420
2012,12021,FL,4,621420
2013,12021,FL,4,621420
2014,12021,FL,5,621420
2015,12021,FL,5,621420
2016,12021,FL,4,621420
2009,12023,FL,1,621420
2010,12023,FL,1,621420
2011,12023,FL,1,621420
2012,12023,FL,1,621420
2013,12023,FL,1,621420
2014,12023,FL,1,621420
2015,12023,FL,1,621420
2016,12023,FL,1,621420
2009,12027,FL,2,621420
2010,12027,FL,2,621420
2011,12027,FL,2,621420
2012,12027,FL,1,621420
2013,12027,FL,1,621420
2014,12027,FL,1,621420
2015,12027,FL,2,621420
2016,12027,FL,2,621420
2009,12029,FL,1,621420
2010,12029,FL,1,621420
2011,12029,FL,1,621420
2012,12029,FL,1,621420
2013,12029,FL,1,621420
2014,12029,FL,1,621420
2015,12029,FL,1,621420
2016,12029,FL,1,621420
2009,12031,FL,30,621420
2010,12031,FL,37,621420
2011,12031,FL,33,621420
2012,12031,FL,38,621420
2013,12031,FL,40,621420
2014,12031,FL,44,621420
2015,12031,FL,52,621420
2016,12031,FL,52,621420
2009,12033,FL,2,621420
2010,12033,FL,1,621420
2011,12033,FL,1,621420
2012,12033,FL,2,621420
2013,12033,FL,4,621420
2014,12033,FL,4,621420
2015,12033,FL,5,621420
2016,12033,FL,4,621420
2009,12035,FL,1,621420
2010,12035,FL,1,621420
2011,12035,FL,1,621420
2012,12035,FL,2,621420
2013,12035,FL,2,621420
2014,12035,FL,2,621420
2015,12035,FL,2,621420
2016,12035,FL,2,621420
2009,12037,FL,1,621420
2010,12037,FL,1,621420
2011,12037,FL,1,621420
2012,12037,FL,1,621420
2013,12037,FL,1,621420
2014,12037,FL,1,621420
2015,12037,FL,1,621420
2016,12037,FL,1,621420
2009,12039,FL,3,621420
2010,12039,FL,3,621420
2011,12039,FL,2,621420
2012,12039,FL,2,621420
2013,12039,FL,2,621420
2014,12039,FL,2,621420
2015,12039,FL,3,621420
2016,12039,FL,2,621420
2009,12041,FL,1,621420
2010,12041,FL,1,621420
2011,12041,FL,1,621420
2012,12041,FL,1,621420
2013,12041,FL,1,621420
2014,12041,FL,1,621420
2015,12041,FL,1,621420
2016,12041,FL,1,621420
2012,12045,FL,1,621420
2013,12045,FL,1,621420
2014,12045,FL,1,621420
2015,12045,FL,1,621420
2016,12045,FL,1,621420
2009,12047,FL,1,621420
2010,12047,FL,1,621420
2011,12047,FL,1,621420
2012,12047,FL,1,621420
2013,12047,FL,1,621420
2014,12047,FL,1,621420
2015,12047,FL,1,621420
2016,12047,FL,1,621420
2009,12049,FL,3,621420
2010,12049,FL,3,621420
2011,12049,FL,3,621420
2012,12049,FL,1,621420
2013,12049,FL,2,621420
2014,12049,FL,2,621420
2015,12049,FL,2,621420
2016,12049,FL,3,621420
2009,12053,FL,3,621420
2010,12053,FL,4,621420
2011,12053,FL,3,621420
2012,12053,FL,5,621420
2013,12053,FL,4,621420
2014,12053,FL,2,621420
2015,12053,FL,3,621420
2016,12053,FL,5,621420
2009,12055,FL,1,621420
2010,12055,FL,1,621420
2011,12055,FL,1,621420
2012,12055,FL,3,621420
2013,12055,FL,4,621420
2014,12055,FL,4,621420
2015,12055,FL,5,621420
2016,12055,FL,5,621420
2009,12057,FL,21,621420
2010,12057,FL,21,621420
2011,12057,FL,25,621420
2012,12057,FL,23,621420
2013,12057,FL,24,621420
