year,countyfips,State,est,naics
2010,30111,MT,7,623220
2011,30111,MT,7,623220
2012,30111,MT,6,623220
2013,30111,MT,9,623220
2014,30111,MT,12,623220
2015,30111,MT,13,623220
2016,30111,MT,13,623220
2009,31001,NE,2,623220
2010,31001,NE,2,623220
2011,31001,NE,1,623220
2012,31001,NE,2,623220
2013,31001,NE,2,623220
2014,31001,NE,2,623220
2015,31001,NE,2,623220
2016,31001,NE,2,623220
2013,31053,NE,1,623220
2014,31053,NE,1,623220
2015,31053,NE,1,623220
2016,31053,NE,1,623220
2009,31055,NE,17,623220
2010,31055,NE,17,623220
2011,31055,NE,18,623220
2012,31055,NE,20,623220
2013,31055,NE,21,623220
2014,31055,NE,21,623220
2015,31055,NE,21,623220
2016,31055,NE,21,623220
2009,31079,NE,2,623220
2010,31079,NE,2,623220
2011,31079,NE,2,623220
2012,31079,NE,1,623220
2013,31079,NE,1,623220
2014,31079,NE,2,623220
2015,31079,NE,1,623220
2016,31079,NE,1,623220
2009,31089,NE,1,623220
2010,31089,NE,1,623220
2011,31089,NE,1,623220
2012,31089,NE,1,623220
2013,31089,NE,1,623220
2014,31089,NE,1,623220
2015,31089,NE,1,623220
2016,31089,NE,1,623220
2014,31095,NE,1,623220
2015,31095,NE,1,623220
2009,31109,NE,14,623220
2010,31109,NE,14,623220
2011,31109,NE,13,623220
2012,31109,NE,13,623220
2013,31109,NE,13,623220
2014,31109,NE,14,623220
2015,31109,NE,14,623220
2016,31109,NE,14,623220
2009,31119,NE,5,623220
2010,31119,NE,5,623220
2011,31119,NE,5,623220
2012,31119,NE,7,623220
2013,31119,NE,7,623220
2014,31119,NE,6,623220
2015,31119,NE,6,623220
2016,31119,NE,6,623220
2009,31121,NE,2,623220
2010,31121,NE,1,623220
2011,31121,NE,1,623220
2012,31121,NE,2,623220
2013,31121,NE,1,623220
2014,31121,NE,1,623220
2015,31121,NE,1,623220
2016,31121,NE,1,623220
2009,31141,NE,1,623220
2010,31141,NE,1,623220
2011,31141,NE,1,623220
2012,31141,NE,1,623220
2011,31153,NE,1,623220
2012,31153,NE,2,623220
2013,31153,NE,2,623220
2014,31153,NE,2,623220
2015,31153,NE,2,623220
2016,31153,NE,2,623220
2009,31157,NE,1,623220
2010,31157,NE,1,623220
2011,31157,NE,1,623220
2012,31157,NE,1,623220
2013,31157,NE,1,623220
2014,31157,NE,1,623220
2015,31157,NE,1,623220
2016,31157,NE,1,623220
2009,31177,NE,1,623220
2010,31177,NE,1,623220
2011,31177,NE,1,623220
2012,31177,NE,1,623220
2013,31177,NE,1,623220
2009,31179,NE,1,623220
2010,31179,NE,1,623220
2011,31179,NE,1,623220
2012,31179,NE,1,623220
2013,31179,NE,1,623220
2014,31179,NE,1,623220
2015,31179,NE,1,623220
2016,31179,NE,1,623220
2014,31181,NE,1,623220
2015,31181,NE,1,623220
2016,31181,NE,1,623220
2009,31185,NE,2,623220
2010,31185,NE,2,623220
2011,31185,NE,2,623220
2014,31185,NE,2,623220
2009,32003,NV,12,623220
2010,32003,NV,12,623220
2011,32003,NV,17,623220
2012,32003,NV,13,623220
2013,32003,NV,13,623220
2014,32003,NV,14,623220
2015,32003,NV,13,623220
2016,32003,NV,18,623220
2009,32007,NV,3,623220
2010,32007,NV,3,623220
2011,32007,NV,3,623220
2012,32007,NV,3,623220
2013,32007,NV,3,623220
2014,32007,NV,2,623220
2015,32007,NV,2,623220
2016,32007,NV,2,623220
2012,32017,NV,1,623220
2013,32017,NV,1,623220
2014,32017,NV,1,623220
2015,32017,NV,1,623220
2016,32017,NV,1,623220
2010,32023,NV,1,623220
2011,32023,NV,1,623220
2009,32031,NV,9,623220
2010,32031,NV,8,623220
2011,32031,NV,7,623220
2012,32031,NV,7,623220
2013,32031,NV,10,623220
2014,32031,NV,13,623220
2015,32031,NV,13,623220
2016,32031,NV,12,623220
2010,32033,NV,1,623220
2011,32033,NV,1,623220
2013,32033,NV,1,623220
2009,32510,NV,1,623220
2011,32510,NV,2,623220
2009,33001,NH,2,623220
2010,33001,NH,2,623220
2011,33001,NH,2,623220
2012,33001,NH,2,623220
2013,33001,NH,2,623220
2014,33001,NH,2,623220
2015,33001,NH,2,623220
2016,33001,NH,3,623220
2009,33005,NH,3,623220
2010,33005,NH,3,623220
2011,33005,NH,3,623220
2012,33005,NH,3,623220
2013,33005,NH,3,623220
2014,33005,NH,3,623220
2015,33005,NH,3,623220
2016,33005,NH,3,623220
2009,33007,NH,1,623220
2010,33007,NH,1,623220
2011,33007,NH,1,623220
2012,33007,NH,1,623220
2009,33009,NH,2,623220
2010,33009,NH,2,623220
2011,33009,NH,2,623220
2012,33009,NH,3,623220
2013,33009,NH,3,623220
2014,33009,NH,3,623220
2015,33009,NH,3,623220
2016,33009,NH,3,623220
2009,33011,NH,8,623220
2010,33011,NH,8,623220
2011,33011,NH,8,623220
2012,33011,NH,7,623220
2013,33011,NH,7,623220
2014,33011,NH,7,623220
2015,33011,NH,8,623220
2016,33011,NH,10,623220
2009,33013,NH,6,623220
2010,33013,NH,5,623220
2011,33013,NH,5,623220
2012,33013,NH,4,623220
2013,33013,NH,3,623220
2014,33013,NH,4,623220
2015,33013,NH,5,623220
2016,33013,NH,5,623220
2009,33015,NH,5,623220
2010,33015,NH,2,623220
2011,33015,NH,3,623220
2012,33015,NH,1,623220
2014,33015,NH,1,623220
2015,33015,NH,1,623220
2016,33015,NH,2,623220
2009,33017,NH,1,623220
2014,33017,NH,1,623220
2015,33017,NH,1,623220
2016,33017,NH,2,623220
2009,33019,NH,2,623220
2010,33019,NH,2,623220
2011,33019,NH,2,623220
2012,33019,NH,1,623220
2013,33019,NH,1,623220
2014,33019,NH,1,623220
2015,33019,NH,1,623220
2016,33019,NH,1,623220
2009,34001,NJ,9,623220
2010,34001,NJ,9,623220
2011,34001,NJ,10,623220
2012,34001,NJ,13,623220
2013,34001,NJ,13,623220
2014,34001,NJ,12,623220
2015,34001,NJ,14,623220
2016,34001,NJ,16,623220
2009,34003,NJ,6,623220
2010,34003,NJ,6,623220
2011,34003,NJ,6,623220
2012,34003,NJ,24,623220
2013,34003,NJ,25,623220
2014,34003,NJ,26,623220
2015,34003,NJ,26,623220
2016,34003,NJ,27,623220
2009,34005,NJ,2,623220
2010,34005,NJ,4,623220
2011,34005,NJ,4,623220
2012,34005,NJ,5,623220
2013,34005,NJ,5,623220
2014,34005,NJ,5,623220
2015,34005,NJ,6,623220
2016,34005,NJ,9,623220
2009,34007,NJ,13,623220
2010,34007,NJ,14,623220
2011,34007,NJ,14,623220
2012,34007,NJ,17,623220
2013,34007,NJ,16,623220
2014,34007,NJ,16,623220
2015,34007,NJ,18,623220
2016,34007,NJ,18,623220
2010,34009,NJ,4,623220
2011,34009,NJ,4,623220
2012,34009,NJ,5,623220
2013,34009,NJ,5,623220
2014,34009,NJ,5,623220
2015,34009,NJ,5,623220
2016,34009,NJ,5,623220
2009,34011,NJ,4,623220
2010,34011,NJ,4,623220
2011,34011,NJ,4,623220
2012,34011,NJ,2,623220
2013,34011,NJ,4,623220
2014,34011,NJ,4,623220
2015,34011,NJ,4,623220
2016,34011,NJ,4,623220
2009,34013,NJ,16,623220
2010,34013,NJ,17,623220
2011,34013,NJ,17,623220
2012,34013,NJ,17,623220
2013,34013,NJ,17,623220
2014,34013,NJ,13,623220
2015,34013,NJ,13,623220
2016,34013,NJ,13,623220
2009,34015,NJ,7,623220
2010,34015,NJ,7,623220
2011,34015,NJ,7,623220
2012,34015,NJ,10,623220
2013,34015,NJ,11,623220
2014,34015,NJ,10,623220
2015,34015,NJ,10,623220
2016,34015,NJ,10,623220
2009,34017,NJ,4,623220
2010,34017,NJ,5,623220
2011,34017,NJ,4,623220
2012,34017,NJ,2,623220
2013,34017,NJ,2,623220
2014,34017,NJ,3,623220
2015,34017,NJ,3,623220
2016,34017,NJ,4,623220
2009,34019,NJ,6,623220
2010,34019,NJ,7,623220
2011,34019,NJ,7,623220
2012,34019,NJ,4,623220
2013,34019,NJ,8,623220
2014,34019,NJ,8,623220
2015,34019,NJ,6,623220
2016,34019,NJ,6,623220
2009,34021,NJ,1,623220
2010,34021,NJ,1,623220
2011,34021,NJ,1,623220
2012,34021,NJ,4,623220
2013,34021,NJ,5,623220
2014,34021,NJ,3,623220
2015,34021,NJ,3,623220
2016,34021,NJ,4,623220
2009,34023,NJ,6,623220
2010,34023,NJ,6,623220
2011,34023,NJ,6,623220
2012,34023,NJ,6,623220
2013,34023,NJ,5,623220
2014,34023,NJ,5,623220
2015,34023,NJ,6,623220
2016,34023,NJ,6,623220
2009,34025,NJ,8,623220
2010,34025,NJ,8,623220
2011,34025,NJ,5,623220
2012,34025,NJ,3,623220
2013,34025,NJ,3,623220
2014,34025,NJ,4,623220
2015,34025,NJ,4,623220
2016,34025,NJ,5,623220
2009,34027,NJ,18,623220
2010,34027,NJ,17,623220
2011,34027,NJ,18,623220
2012,34027,NJ,19,623220
2013,34027,NJ,20,623220
2014,34027,NJ,19,623220
2015,34027,NJ,19,623220
2016,34027,NJ,18,623220
2009,34029,NJ,7,623220
2010,34029,NJ,7,623220
2011,34029,NJ,9,623220
2012,34029,NJ,10,623220
2013,34029,NJ,12,623220
2014,34029,NJ,8,623220
2015,34029,NJ,9,623220
2016,34029,NJ,9,623220
2009,34031,NJ,4,623220
2010,34031,NJ,4,623220
2011,34031,NJ,4,623220
2012,34031,NJ,8,623220
2013,34031,NJ,7,623220
2014,34031,NJ,6,623220
2015,34031,NJ,6,623220
2016,34031,NJ,6,623220
2009,34033,NJ,2,623220
2010,34033,NJ,3,623220
2011,34033,NJ,3,623220
2012,34033,NJ,3,623220
2013,34033,NJ,4,623220
2014,34033,NJ,4,623220
2015,34033,NJ,4,623220
2016,34033,NJ,4,623220
2009,34035,NJ,5,623220
2010,34035,NJ,5,623220
2011,34035,NJ,5,623220
2012,34035,NJ,4,623220
2013,34035,NJ,5,623220
2014,34035,NJ,6,623220
2015,34035,NJ,4,623220
2016,34035,NJ,4,623220
2009,34037,NJ,2,623220
2010,34037,NJ,2,623220
2011,34037,NJ,2,623220
2012,34037,NJ,2,623220
2013,34037,NJ,2,623220
2014,34037,NJ,2,623220
2015,34037,NJ,2,623220
2016,34037,NJ,2,623220
2009,34039,NJ,6,623220
2010,34039,NJ,6,623220
2011,34039,NJ,5,623220
2012,34039,NJ,3,623220
2013,34039,NJ,2,623220
2014,34039,NJ,3,623220
2015,34039,NJ,3,623220
2016,34039,NJ,3,623220
2009,34041,NJ,1,623220
2010,34041,NJ,1,623220
2011,34041,NJ,1,623220
2012,34041,NJ,1,623220
2013,34041,NJ,1,623220
2014,34041,NJ,1,623220
2015,34041,NJ,1,623220
2016,34041,NJ,1,623220
2009,35001,NM,6,623220
2010,35001,NM,6,623220
2011,35001,NM,7,623220
2012,35001,NM,7,623220
2013,35001,NM,6,623220
2014,35001,NM,6,623220
2015,35001,NM,8,623220
2016,35001,NM,7,623220
2009,35009,NM,2,623220
2010,35009,NM,2,623220
2011,35009,NM,2,623220
2012,35009,NM,2,623220
2013,35009,NM,2,623220
2014,35009,NM,1,623220
2015,35009,NM,1,623220
2009,35013,NM,2,623220
2010,35013,NM,1,623220
2011,35013,NM,1,623220
2012,35013,NM,1,623220
2013,35013,NM,1,623220
2014,35013,NM,1,623220
2015,35013,NM,4,623220
2016,35013,NM,4,623220
2010,35015,NM,1,623220
2011,35015,NM,1,623220
2012,35015,NM,1,623220
2009,35025,NM,5,623220
2010,35025,NM,5,623220
2011,35025,NM,5,623220
2012,35025,NM,4,623220
2013,35025,NM,4,623220
2014,35025,NM,4,623220
2015,35025,NM,4,623220
2016,35025,NM,4,623220
2009,35027,NM,1,623220
2010,35027,NM,1,623220
2011,35027,NM,1,623220
2012,35027,NM,1,623220
2013,35027,NM,1,623220
2014,35027,NM,1,623220
2015,35027,NM,1,623220
2016,35027,NM,1,623220
2009,35031,NM,1,623220
2014,35035,NM,1,623220
2015,35035,NM,1,623220
2009,35043,NM,1,623220
2010,35043,NM,1,623220
2011,35043,NM,1,623220
2012,35043,NM,1,623220
2013,35043,NM,1,623220
2014,35045,NM,1,623220
2015,35045,NM,1,623220
2016,35045,NM,1,623220
2009,35049,NM,2,623220
2010,35049,NM,2,623220
2011,35049,NM,2,623220
2012,35049,NM,3,623220
2013,35049,NM,2,623220
2014,35049,NM,3,623220
2015,35049,NM,3,623220
2016,35049,NM,3,623220
2009,35055,NM,3,623220
2010,35055,NM,2,623220
2011,35055,NM,2,623220
2012,35055,NM,2,623220
2013,35055,NM,2,623220
2014,35055,NM,1,623220
2015,35055,NM,1,623220
2016,35055,NM,1,623220
2009,35061,NM,1,623220
2010,35061,NM,1,623220
2011,35061,NM,1,623220
2012,35061,NM,2,623220
2013,35061,NM,2,623220
2014,35061,NM,2,623220
2015,35061,NM,2,623220
2016,35061,NM,2,623220
2009,36001,NY,17,623220
2010,36001,NY,13,623220
2011,36001,NY,12,623220
2012,36001,NY,12,623220
2013,36001,NY,13,623220
2014,36001,NY,13,623220
2015,36001,NY,13,623220
2016,36001,NY,13,623220
2009,36003,NY,2,623220
2010,36003,NY,2,623220
2011,36003,NY,2,623220
2012,36003,NY,4,623220
2013,36003,NY,4,623220
2014,36003,NY,4,623220
2015,36003,NY,4,623220
2016,36003,NY,4,623220
2009,36005,NY,43,623220
2010,36005,NY,50,623220
2011,36005,NY,51,623220
2012,36005,NY,55,623220
2013,36005,NY,55,623220
2014,36005,NY,55,623220
2015,36005,NY,62,623220
2016,36005,NY,53,623220
2009,36007,NY,4,623220
2010,36007,NY,4,623220
2011,36007,NY,4,623220
2012,36007,NY,4,623220
2013,36007,NY,3,623220
2014,36007,NY,3,623220
2015,36007,NY,4,623220
2016,36007,NY,4,623220
2009,36009,NY,4,623220
2010,36009,NY,4,623220
2011,36009,NY,3,623220
2012,36009,NY,3,623220
2013,36009,NY,3,623220
2014,36009,NY,3,623220
2015,36009,NY,3,623220
2016,36009,NY,3,623220
2009,36013,NY,6,623220
2010,36013,NY,6,623220
2011,36013,NY,6,623220
2012,36013,NY,6,623220
2013,36013,NY,6,623220
2014,36013,NY,6,623220
2015,36013,NY,6,623220
2016,36013,NY,6,623220
2009,36015,NY,1,623220
2010,36015,NY,1,623220
2011,36015,NY,1,623220
2012,36017,NY,1,623220
2013,36017,NY,1,623220
2014,36017,NY,1,623220
2015,36017,NY,1,623220
2016,36017,NY,1,623220
2010,36019,NY,3,623220
2011,36019,NY,3,623220
2012,36019,NY,3,623220
2013,36019,NY,3,623220
2014,36019,NY,3,623220
2015,36019,NY,3,623220
2016,36019,NY,3,623220
2009,36021,NY,5,623220
2010,36021,NY,5,623220
2011,36021,NY,5,623220
2012,36021,NY,4,623220
2013,36021,NY,4,623220
2014,36021,NY,4,623220
2015,36021,NY,4,623220
2016,36021,NY,4,623220
2009,36023,NY,3,623220
2010,36023,NY,3,623220
2011,36023,NY,3,623220
2012,36023,NY,4,623220
2013,36023,NY,4,623220
2014,36023,NY,4,623220
2015,36023,NY,4,623220
2016,36023,NY,4,623220
2009,36025,NY,3,623220
2010,36025,NY,3,623220
2011,36025,NY,3,623220
2012,36025,NY,2,623220
2013,36025,NY,2,623220
2014,36025,NY,2,623220
2015,36025,NY,2,623220
2016,36025,NY,2,623220
2009,36027,NY,15,623220
2010,36027,NY,15,623220
2011,36027,NY,16,623220
2012,36027,NY,15,623220
2013,36027,NY,14,623220
2014,36027,NY,15,623220
2015,36027,NY,16,623220
2016,36027,NY,13,623220
2009,36029,NY,42,623220
2010,36029,NY,41,623220
2011,36029,NY,41,623220
2012,36029,NY,47,623220
2013,36029,NY,48,623220
2014,36029,NY,42,623220
2015,36029,NY,42,623220
2016,36029,NY,39,623220
2012,36031,NY,1,623220
2013,36031,NY,1,623220
2014,36031,NY,1,623220
2015,36031,NY,1,623220
2016,36031,NY,1,623220
2009,36033,NY,4,623220
2010,36033,NY,4,623220
2011,36033,NY,4,623220
2012,36033,NY,10,623220
2013,36033,NY,10,623220
2014,36033,NY,10,623220
2015,36033,NY,11,623220
2016,36033,NY,11,623220
2009,36035,NY,2,623220
2010,36035,NY,2,623220
2011,36035,NY,2,623220
2012,36035,NY,3,623220
2013,36035,NY,3,623220
2014,36035,NY,3,623220
2015,36035,NY,3,623220
2016,36035,NY,3,623220
2009,36037,NY,4,623220
2010,36037,NY,2,623220
2011,36037,NY,2,623220
2012,36037,NY,2,623220
2013,36037,NY,2,623220
2014,36037,NY,2,623220
2015,36037,NY,2,623220
2016,36037,NY,2,623220
2009,36039,NY,1,623220
2010,36039,NY,1,623220
2011,36039,NY,1,623220
2012,36039,NY,2,623220
2013,36039,NY,2,623220
2014,36039,NY,2,623220
2015,36039,NY,2,623220
2016,36039,NY,2,623220
2009,36043,NY,1,623220
2010,36043,NY,1,623220
2013,36043,NY,1,623220
2014,36043,NY,1,623220
2015,36043,NY,1,623220
2016,36043,NY,1,623220
2009,36045,NY,11,623220
2010,36045,NY,11,623220
2011,36045,NY,11,623220
2012,36045,NY,9,623220
2013,36045,NY,9,623220
2014,36045,NY,9,623220
2015,36045,NY,9,623220
2016,36045,NY,8,623220
2009,36047,NY,52,623220
2010,36047,NY,61,623220
2011,36047,NY,54,623220
2012,36047,NY,61,623220
2013,36047,NY,62,623220
2014,36047,NY,64,623220
2015,36047,NY,69,623220
2016,36047,NY,67,623220
2009,36049,NY,1,623220
2010,36049,NY,1,623220
2011,36049,NY,1,623220
2012,36049,NY,1,623220
2013,36049,NY,1,623220
2014,36049,NY,1,623220
2015,36049,NY,1,623220
2016,36049,NY,1,623220
2009,36053,NY,2,623220
2010,36053,NY,2,623220
2011,36053,NY,2,623220
2012,36053,NY,2,623220
2013,36053,NY,2,623220
2014,36053,NY,2,623220
2015,36053,NY,2,623220
2016,36053,NY,2,623220
2009,36055,NY,33,623220
2010,36055,NY,32,623220
2011,36055,NY,32,623220
2012,36055,NY,34,623220
2013,36055,NY,32,623220
2014,36055,NY,32,623220
2015,36055,NY,31,623220
2016,36055,NY,29,623220
2009,36057,NY,3,623220
2010,36057,NY,3,623220
2011,36057,NY,3,623220
2014,36057,NY,5,623220
2015,36057,NY,5,623220
2016,36057,NY,5,623220
2009,36059,NY,23,623220
2010,36059,NY,23,623220
2011,36059,NY,23,623220
2012,36059,NY,35,623220
2013,36059,NY,34,623220
2014,36059,NY,34,623220
2015,36059,NY,32,623220
2016,36059,NY,34,623220
2009,36061,NY,88,623220
2010,36061,NY,108,623220
2011,36061,NY,108,623220
2012,36061,NY,92,623220
2013,36061,NY,91,623220
2014,36061,NY,88,623220
2015,36061,NY,91,623220
2016,36061,NY,95,623220
2009,36063,NY,8,623220
2010,36063,NY,8,623220
2011,36063,NY,8,623220
2012,36063,NY,9,623220
2013,36063,NY,8,623220
2014,36063,NY,8,623220
2015,36063,NY,10,623220
2016,36063,NY,9,623220
2009,36065,NY,6,623220
2010,36065,NY,6,623220
2011,36065,NY,5,623220
2012,36065,NY,5,623220
2013,36065,NY,5,623220
2014,36065,NY,5,623220
2015,36065,NY,5,623220
2016,36065,NY,5,623220
2009,36067,NY,8,623220
2010,36067,NY,7,623220
2011,36067,NY,7,623220
2012,36067,NY,13,623220
2013,36067,NY,13,623220
2014,36067,NY,13,623220
2015,36067,NY,13,623220
2016,36067,NY,12,623220
2009,36069,NY,5,623220
2010,36069,NY,5,623220
2011,36069,NY,5,623220
2012,36069,NY,5,623220
2013,36069,NY,5,623220
2014,36069,NY,5,623220
2015,36069,NY,4,623220
2016,36069,NY,5,623220
2009,36071,NY,4,623220
2010,36071,NY,4,623220
2011,36071,NY,4,623220
2012,36071,NY,14,623220
2013,36071,NY,14,623220
2014,36071,NY,14,623220
2015,36071,NY,15,623220
2016,36071,NY,15,623220
2009,36073,NY,2,623220
2010,36073,NY,2,623220
2011,36073,NY,2,623220
2012,36073,NY,2,623220
2013,36073,NY,2,623220
2014,36073,NY,2,623220
2015,36073,NY,2,623220
2016,36073,NY,2,623220
2009,36075,NY,2,623220
2010,36075,NY,2,623220
2011,36075,NY,2,623220
2012,36075,NY,2,623220
2013,36075,NY,2,623220
2014,36075,NY,2,623220
2015,36075,NY,2,623220
2016,36075,NY,2,623220
2012,36077,NY,1,623220
2013,36077,NY,1,623220
2014,36077,NY,1,623220
2015,36077,NY,1,623220
2016,36077,NY,1,623220
2009,36079,NY,6,623220
2010,36079,NY,6,623220
2011,36079,NY,6,623220
2012,36079,NY,5,623220
2013,36079,NY,4,623220
2014,36079,NY,4,623220
2015,36079,NY,5,623220
2016,36079,NY,5,623220
2009,36081,NY,32,623220
2010,36081,NY,33,623220
2011,36081,NY,34,623220
2012,36081,NY,37,623220
2013,36081,NY,36,623220
2014,36081,NY,36,623220
2015,36081,NY,33,623220
2016,36081,NY,31,623220
2009,36083,NY,6,623220
2010,36083,NY,3,623220
2011,36083,NY,3,623220
2012,36083,NY,8,623220
2013,36083,NY,8,623220
2014,36083,NY,8,623220
2015,36083,NY,8,623220
2016,36083,NY,8,623220
2009,36085,NY,23,623220
2010,36085,NY,24,623220
2011,36085,NY,23,623220
2012,36085,NY,9,623220
2013,36085,NY,9,623220
2014,36085,NY,10,623220
2015,36085,NY,10,623220
2016,36085,NY,10,623220
2009,36087,NY,19,623220
2010,36087,NY,19,623220
2011,36087,NY,19,623220
2012,36087,NY,18,623220
2013,36087,NY,18,623220
2014,36087,NY,20,623220
2015,36087,NY,20,623220
2016,36087,NY,19,623220
2009,36089,NY,5,623220
2010,36089,NY,5,623220
2011,36089,NY,5,623220
2012,36089,NY,5,623220
2013,36089,NY,5,623220
2014,36089,NY,5,623220
2015,36089,NY,5,623220
2016,36089,NY,4,623220
2009,36091,NY,7,623220
2010,36091,NY,6,623220
2011,36091,NY,6,623220
2012,36091,NY,5,623220
2013,36091,NY,5,623220
2014,36091,NY,5,623220
2015,36091,NY,5,623220
2016,36091,NY,5,623220
2009,36093,NY,19,623220
2010,36093,NY,14,623220
2011,36093,NY,14,623220
2012,36093,NY,12,623220
2013,36093,NY,10,623220
2014,36093,NY,10,623220
2015,36093,NY,9,623220
2016,36093,NY,9,623220
2009,36099,NY,2,623220
2010,36099,NY,2,623220
2011,36099,NY,2,623220
2012,36099,NY,1,623220
2013,36099,NY,1,623220
2014,36099,NY,1,623220
2015,36099,NY,1,623220
2016,36099,NY,1,623220
2009,36101,NY,1,623220
2010,36101,NY,1,623220
2011,36101,NY,1,623220
2012,36101,NY,1,623220
2013,36101,NY,1,623220
2014,36101,NY,1,623220
2015,36101,NY,1,623220
2016,36101,NY,3,623220
2009,36103,NY,87,623220
2010,36103,NY,88,623220
2011,36103,NY,88,623220
2012,36103,NY,86,623220
2013,36103,NY,73,623220
2014,36103,NY,87,623220
2015,36103,NY,86,623220
2016,36103,NY,87,623220
2009,36105,NY,6,623220
2010,36105,NY,6,623220
2011,36105,NY,5,623220
2012,36105,NY,4,623220
2013,36105,NY,2,623220
2014,36105,NY,2,623220
2015,36105,NY,2,623220
2016,36105,NY,2,623220
2009,36107,NY,1,623220
2010,36107,NY,1,623220
2011,36107,NY,1,623220
2012,36107,NY,1,623220
2013,36107,NY,1,623220
2014,36107,NY,1,623220
2015,36107,NY,1,623220
2016,36107,NY,1,623220
2009,36109,NY,4,623220
2010,36109,NY,4,623220
2011,36109,NY,4,623220
2012,36109,NY,5,623220
2013,36109,NY,5,623220
2014,36109,NY,5,623220
2015,36109,NY,5,623220
2016,36109,NY,5,623220
2009,36111,NY,12,623220
2010,36111,NY,12,623220
2011,36111,NY,12,623220
2012,36111,NY,16,623220
2013,36111,NY,13,623220
2014,36111,NY,13,623220
2015,36111,NY,13,623220
2016,36111,NY,13,623220
2009,36113,NY,3,623220
2010,36113,NY,3,623220
2011,36113,NY,3,623220
2012,36113,NY,4,623220
2013,36113,NY,4,623220
2014,36113,NY,4,623220
2015,36113,NY,5,623220
2016,36113,NY,5,623220
2009,36115,NY,3,623220
2010,36115,NY,3,623220
2011,36115,NY,3,623220
2012,36115,NY,4,623220
2013,36115,NY,4,623220
2014,36115,NY,4,623220
2015,36115,NY,4,623220
2016,36115,NY,4,623220
2009,36117,NY,2,623220
2010,36117,NY,2,623220
2011,36117,NY,2,623220
2012,36117,NY,5,623220
2013,36117,NY,5,623220
2014,36117,NY,5,623220
2015,36117,NY,5,623220
2016,36117,NY,5,623220
2009,36119,NY,22,623220
2010,36119,NY,23,623220
2011,36119,NY,23,623220
2012,36119,NY,39,623220
2013,36119,NY,40,623220
2014,36119,NY,38,623220
2015,36119,NY,39,623220
2016,36119,NY,38,623220
2009,36121,NY,2,623220
2010,36121,NY,2,623220
2011,36121,NY,2,623220
2012,36121,NY,2,623220
2013,36121,NY,2,623220
2014,36121,NY,2,623220
2015,36121,NY,2,623220
2016,36121,NY,2,623220
2009,37001,NC,5,623220
2010,37001,NC,4,623220
2011,37001,NC,4,623220
2012,37001,NC,5,623220
2013,37001,NC,7,623220
2014,37001,NC,4,623220
2015,37001,NC,5,623220
2016,37001,NC,6,623220
2011,37007,NC,1,623220
2012,37007,NC,1,623220
2009,37011,NC,1,623220
2010,37011,NC,1,623220
2011,37011,NC,1,623220
2014,37011,NC,1,623220
2015,37011,NC,1,623220
2016,37011,NC,1,623220
2009,37013,NC,6,623220
2010,37013,NC,6,623220
2011,37013,NC,5,623220
2012,37013,NC,1,623220
2013,37013,NC,1,623220
2014,37013,NC,1,623220
2015,37013,NC,1,623220
2016,37013,NC,1,623220
2009,37015,NC,2,623220
2010,37015,NC,2,623220
2011,37015,NC,2,623220
2012,37015,NC,3,623220
2013,37015,NC,3,623220
2014,37015,NC,3,623220
2015,37015,NC,2,623220
2016,37015,NC,2,623220
2009,37017,NC,1,623220
2010,37017,NC,1,623220
2011,37017,NC,1,623220
2009,37019,NC,2,623220
2010,37019,NC,2,623220
2011,37019,NC,2,623220
2012,37019,NC,1,623220
2013,37019,NC,1,623220
2014,37019,NC,1,623220
2015,37019,NC,1,623220
2016,37019,NC,1,623220
2009,37021,NC,9,623220
2010,37021,NC,10,623220
2011,37021,NC,10,623220
2012,37021,NC,8,623220
2013,37021,NC,10,623220
2014,37021,NC,11,623220
2015,37021,NC,13,623220
2016,37021,NC,13,623220
2009,37023,NC,2,623220
2010,37023,NC,1,623220
2011,37023,NC,1,623220
2012,37023,NC,1,623220
2013,37023,NC,1,623220
2014,37023,NC,1,623220
2015,37023,NC,1,623220
2016,37023,NC,1,623220
2009,37025,NC,2,623220
2010,37025,NC,2,623220
2011,37025,NC,2,623220
2012,37025,NC,1,623220
2013,37025,NC,1,623220
2009,37029,NC,1,623220
2010,37029,NC,1,623220
2011,37029,NC,1,623220
2012,37029,NC,1,623220
2013,37029,NC,1,623220
2014,37029,NC,1,623220
2015,37029,NC,1,623220
2016,37029,NC,1,623220
2009,37031,NC,2,623220
2010,37031,NC,3,623220
2011,37031,NC,3,623220
2012,37031,NC,2,623220
2013,37031,NC,1,623220
2014,37031,NC,1,623220
2015,37031,NC,1,623220
2016,37031,NC,1,623220
2009,37033,NC,1,623220
2010,37033,NC,1,623220
2012,37033,NC,1,623220
2013,37033,NC,1,623220
2014,37033,NC,1,623220
2015,37033,NC,1,623220
2016,37033,NC,1,623220
2009,37035,NC,4,623220
2010,37035,NC,4,623220
2011,37035,NC,3,623220
2012,37035,NC,2,623220
2013,37035,NC,2,623220
2014,37035,NC,1,623220
2015,37035,NC,1,623220
2016,37035,NC,1,623220
2010,37037,NC,1,623220
2011,37037,NC,1,623220
2012,37037,NC,2,623220
2013,37037,NC,1,623220
2014,37037,NC,1,623220
2015,37037,NC,1,623220
2016,37037,NC,1,623220
2009,37039,NC,1,623220
2010,37039,NC,1,623220
2011,37039,NC,1,623220
2009,37041,NC,3,623220
2010,37041,NC,3,623220
2011,37041,NC,3,623220
